,position,title,link,displayed_link,snippet,about_this_result,cached_page_link,related_results,related_pages_link,date,city,rich_snippet,missing,must_include,sitelinks,email,phone,contact_page,email_2,phone_2
117,21,Photographe Grossesse et Nouveau-né - Rozimages,https://www.rozimages.com/tarifs-prestations/grossesse-nouveau-ne/,https://www.rozimages.com,"Photographe de grossesse et de naissance. Séances naturelles à domicile ou en extérieur près de Toulouse: grossesse, nouveau-né, bébé.","{'source': {'description': 'rozimages.com was first indexed by Google more than 10 years ago', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f659099ae5330a8ddcd124505343ad0deaf15272f268cd378e879f6eb40badb73e17e61dd9b9242e0.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:pu0QiRok2H8J:https://www.rozimages.com/tarifs-prestations/grossesse-nouveau-ne/+&cd=27&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,hello@rozimages.com,0644004197,https://www.rozimages.com/me-contacter/,hello@rozimages.com,06 44 00 41 97
118,22,Les meilleurs photographes de mariage à Quimper,https://www.pagesjaunes.fr/annuaire/quimper-29/photographes-de-mariages,https://www.pagesjaunes.fr,"Photographe mariage à Quimper (29) : trouver les numéros de téléphone et adresses ... des séances photo portrait de naissance, séances photo de grossesse, ...","{'source': {'description': 'pagesjaunes.fr was first indexed by Google more than 10 years ago', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f1cd08f789cd7ef57b889915c8b739ef7b4dde35f68193f8dbc843989293c6e77718c63252d7deddd.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photo', 'photographes'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:roDd4m4s7-4J:https://www.pagesjaunes.fr/annuaire/quimper-29/photographes-de-mariages+&cd=28&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://www.pagesjaunes.fr/_no contact page found,_no email found,_no phone found
119,23,Séances photos - Site de juliekirtz-photographe !,https://www.juliekirtz-photographe.fr/s%C3%A9ances-photos/,https://www.juliekirtz-photographe.fr,"Garder les souvenirs d'une grossesse, puis d'une naissance, partager un moment en famille, reprendre confiance en soi, simplement se faire plaisir, ...","{'source': {'description': 'juliekirtz-photographe.fr was first indexed by Google in May 2015', 'security': 'secure'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:bvyo-Ywusp8J:https://www.juliekirtz-photographe.fr/s%25C3%25A9ances-photos/+&cd=29&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,julie.kirtz@gmail.com,_no phone found,https://www.juliekirtz-photographe.fr/contactez-moi/,julie.kirtz@gmail.com,06 58 85 36 39
120,24,Suivi de grossesse - Marc le Gouic photographe Quimper,https://www.legouic-photographe.com/galleries/suivi-de-grossesse/,https://www.legouic-photographe.com,Un panoramique de la totalité de votre grossesse vous sera offert comme cadeau de naissance. (Veuillez cliquer sur l'image pour afficher la totalité du ...,"{'source': {'description': 'legouic-photographe.com was first indexed by Google more than 10 years ago', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f5fb64156d800dddd70bccd88de7e06fb217d8d1527f1daa8cb30d8166dfdf82b549cb58987b253c7.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:ySC5wctx5JgJ:https://www.legouic-photographe.com/galleries/suivi-de-grossesse/+&cd=30&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://www.legouic-photographe.com/contact/,_no email found,_no phone found
121,25,Séance à domicile à Quimper - Vanessa HERY Photographe,https://objectifpetits.com/blog/seance-photo-domicile-jumeaux-quimper,https://objectifpetits.com,"“Vanessa nous suit depuis ma grossesse, nous a vu devenir une famille avec l'arrivée de nos jumeaux, elle nous a fait de belles photo à la ...","{'source': {'description': 'objectifpetits.com was first indexed by Google in June 2015', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922fe78e50f979b07419977f398d11abbb6bcfcf591a71a0fc9d28eddfc54aed426bb0950dc37dd08fd3.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photo'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:uZKRl11PPXcJ:https://objectifpetits.com/blog/seance-photo-domicile-jumeaux-quimper+&cd=31&hl=en&ct=clnk&gl=us,,,"May 24, 2018",Quimper,,,,,objectifpetits@gmail.com,_no phone found,https://objectifpetits.com/contact,objectifpetits@gmail.com,06.44.84.22.88
122,26,"Sonia Garrec Photographe Brest : Portrait, Photos de mariage ...",http://www.garrec-sonia.com/,http://www.garrec-sonia.co,"Photographe professionnelle basée à Brest, spécialisée dans la photographie de mariage et de portrait. Offre pour entreprises : reportages Corporate.","{'source': {'description': 'garrec-sonia.com was first indexed by Google more than 10 years ago', 'security': 'not secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922fbc309784fc0eeebe1cfaf2e020d23ff9efa83530d3c112dabab8ef14ced984c58b0db3e60db678e5.png'}, 'keywords': ['photographe', 'grossesse', 'quimper'], 'related_keywords': ['photographie'], 'languages': ['English'], 'regions': ['the United States']}",http://webcache.googleusercontent.com/search?q=cache:ODqS1s8uGukJ:www.garrec-sonia.com/+&cd=32&hl=en&ct=clnk&gl=us,,https://www.google.com/search?q=related:www.garrec-sonia.com/+Photographe+grossesse+naissance+%C3%A0+Quimper,,Quimper,,,,,_no email found,_no phone found,http://www.garrec-sonia.co/_broken link,_no email found,_no phone found
123,27,"Studio Rose, studio photo près de Pluguffan (29)",https://www.studiorose-29.fr/,https://www.studiorose-29.f,"Studio Christian Rose, votre photographe à Quimper (29) ... Quelle que soit votre demande (mariage, portrait, grossesse, naissance…) Christian Rose met tout ...","{'source': {'description': 'studiorose-29.fr was first indexed by Google in February 2021', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f50ec7d1c0aac597bf76fc02dd2c6c10457b0baffd8aaf2a7bdbd7442d3df2d45af72829bb077a601.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photo'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:Nw1KvHZQIB4J:https://www.studiorose-29.fr/+&cd=33&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://www.studiorose-29.f/_broken link,_no email found,_no phone found
124,28,Photographe de reportage Glévarec David,https://www.annuaire-horaire.fr/societe/Photographe-de-reportage-QUIMPER-Glevarec-David/4695883,https://www.annuaire-horaire.fr,"Photographe de reportage: photographie pour mariage, grossesse, naissance et portrait. Photographe de reportage · Gal Kereon N[ 27 rue Astor, 29000 QUIMPER ...","{'source': {'description': 'annuaire-horaire.fr was first indexed by Google in January 2012', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f78d221cf0ac553c1ecf2c6e08186106a8a066ffcdf3382add2fb2e9c77367c3a84f2d3d714cd4345.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photographie'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:UZMkrcxS-9QJ:https://www.annuaire-horaire.fr/societe/Photographe-de-reportage-QUIMPER-Glevarec-David/4695883+&cd=34&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://www.annuaire-horaire.fr/contact,_no email found,_no phone found
125,29,Photographe de Grossesse dans le Morbihan | Céline Stryhanyn,https://www.photographe-morbihan.com/grossesse-et-naissance,https://www.photographe-morbihan.com,"Venez vivre un moment unique avec un shooting photo grossesse, naissance. ... Locmariaquer, Quiberon... ou vers Vannes, Lorient, Quimper, Lanester, Auray.","{'source': {'description': 'photographe-morbihan.com was first indexed by Google more than 10 years ago', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f0b5f299bddcad8678fdf7170b10dc8e3f5c241d09d3bcafb8b4752f2c793a5cce217a4a8b2a21942.jpeg'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photo'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:VqfTCjg6rN8J:https://www.photographe-morbihan.com/grossesse-et-naissance+&cd=35&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,06 17 52 78 86,https://www.photographe-morbihan.com/contact,e-mail@exemple.com,06 17 52 78 86
126,30,photographe grossesse au havre - Hélène Guihard,https://heleneguihardphotographie.com/photographie-grossesse/,https://heleneguihardphotographie.com,La photographie grossesse sera un souvenir éternel. ... deux collections : une pendant votre grossesse et la seconde à la naissance de votre petit bout !,"{'source': {'description': 'This result comes from heleneguihardphotographie.com', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f81d85e056745f333363706bc5f383b5fb0b4fba8c699e3289bfac21c08c36eb391674327444ad217.jpeg'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photographie'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:rcUg5FIm14oJ:https://heleneguihardphotographie.com/photographie-grossesse/+&cd=36&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://heleneguihardphotographie.com/photographe-contact-le-havre/,contact@heleneguihardphotographie.com,06 34 44 50 32
127,31,Photographe femme enceinte Séance photo grossesse (22),http://www.imagezvous.com/photographe-femme-enceinte-seance-grossesse-cotesdarmor.php,http://www.imagezvous.com,"Portrait de femme enceinte, future maman, je photographie votre grossesse en une ... pour des futurs mamans et papas, à quelques jours de la naissance.","{'source': {'description': 'This result comes from www.imagezvous.com', 'security': 'not secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f4e98b108a69d407f88ba342d270ce94f6e5f4a7bba3788f72fbfeff0047a42ce5fe9788f1aa53df1.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photo', 'photographie', 'enceinte'], 'languages': ['English'], 'regions': ['the United States']}",http://webcache.googleusercontent.com/search?q=cache:4njJ04X5DpQJ:www.imagezvous.com/photographe-femme-enceinte-seance-grossesse-cotesdarmor.php+&cd=37&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,02 96 74 11 10,http://www.imagezvous.com/contacter-isabelle-photographe-portraitiste-bretagne.php,_no email found,02 96 74 11 10
128,32,"Les 10 meilleurs photographes à Quimper, Finistère",https://www.starofservice.com/annubis/bretagne/finistere/quimper/photographie,https://www.starofservice.com,"Vos photos de mariage, de grossesse, de naissance ou d'anniversaire peuvent être réalisées par Gaelle. Elle peut, selon vos demandes, vous faire bénéficier d' ...","{'source': {'description': 'This result comes from www.starofservice.com', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f5f8f847565c661057c5be9907352c018e9b0a74314e09a4be08e09b1302f64fa1ea0e6a18d53ca45.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photographes', 'photographie'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:MlLuP7rWvhwJ:https://www.starofservice.com/annubis/bretagne/finistere/quimper/photographie+&cd=38&hl=en&ct=clnk&gl=us,,,,Quimper,"{'top': {'detected_extensions': {'rating': 4.6, 'reviews': 137689}, 'extensions': ['Rating: 4.6', '\u200e137,689 reviews']}}",,,,_no email found,_no phone found,https://www.starofservice.com/_no contact page found,_no email found,_no phone found
129,33,Classement des maternités par région : Bretagne,https://maternites.doctissimo.fr/palmares-des-maternites/classement-bretagne-niv2_3.htm,https://maternites.doctissimo.fr,"Index - Grossesse ... 4, Maternité du Centre Hospitalier de Quimper ... Il s'agit d'une ""photographie"" de l'excellence à un instant ""t"" sur des indicateurs ...","{'source': {'description': 'This result comes from maternites.doctissimo.fr', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f8b550e6a599ed5c3d06392e2e7fa3b5d2e90b0343fb335614bac034581b3d010c7642b1647d26fc5.png'}, 'keywords': ['grossesse', 'naissance', 'quimper'], 'related_keywords': ['photographie'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:K8VhXEdz-ZQJ:https://maternites.doctissimo.fr/palmares-des-maternites/classement-bretagne-niv2_3.htm+&cd=39&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://maternites.doctissimo.fr/_no contact page found,_no email found,_no phone found
130,34,Stéphanie HARNAY Photographe Finistère,https://www.stephanie-harnay-photographe.com/,https://www.stephanie-harnay-photographe.co,Photographe Mariage - Grossesse - Bébé - Famille - Finistère -,"{'source': {'description': 'This result comes from www.stephanie-harnay-photographe.com', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f9c6bfa8ce5da2d932add21b26289261741e4a788548473a71d805910b0c32524298ce3d476a203b1.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:9DqAR_BMdskJ:https://www.stephanie-harnay-photographe.com/+&cd=40&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://www.stephanie-harnay-photographe.co/_broken link,_no email found,_no phone found
131,35,naissance | Florian Commaille • Photographe Mariage & Famille en ...,https://www.floriancommaille.com/tag/naissance/,https://www.floriancommaille.com,Étiquette - naissance ... Naissance d'un Petit Frère à Saffré / Mathys ... Séance Grossesse sur l'Ile de Nantes / Delphine.,"{'source': {'description': 'This result comes from www.floriancommaille.com', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922ff271cbd9e232b72d53cafaad3b7def67a8ac9ba670871f2f2c691dd0f5bc02b08f55fb22bfaf6678.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:C1R-SYuJdvMJ:https://www.floriancommaille.com/tag/naissance/+&cd=41&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,ncontact@floriancommaille.com,_no phone found,https://www.floriancommaille.com/contact/,ncontact@floriancommaille.com,_no phone found
132,36,Shooting photo grossesse Lorient Quimper - Steve Roux,https://rouxsteve.blogspot.com/2019/01/shooting-photo-grossesse-lorient-quimper.html,https://rouxsteve.blogspot.com,"shooting naissance morbihan photographe pour shooting grossesse finistère shooting photo bébé quimper. Steve, votre photographe à 13:56. Partager ...","{'source': {'description': 'This result comes from rouxsteve.blogspot.com', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f7777ec8a094bdd2e8b29bc6f98391a5b4e156b2ac6f087d9a2a0c82c4e1d1b94b1360f095b98b835.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photo'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:SYyAeETsiFYJ:https://rouxsteve.blogspot.com/2019/01/shooting-photo-grossesse-lorient-quimper.html+&cd=42&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://rouxsteve.blogspot.com/_no contact page found,_no email found,_no phone found
133,37,grossesse & nouveau-ne bretagne - Le Comptoir Photo,https://www.lecomptoirphoto.fr/grossesse-nouveau-ne/,https://www.lecomptoirphoto.fr,"Votre amour pour votre enfant grandit tout au long de la grossesse. Aujourd'hui, vous venez d'accueillir votre petit ange. Cette naissance ...","{'source': {'description': 'This result comes from www.lecomptoirphoto.fr', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f2868153d93cfdea15e54ed3df3665631da27be6aeec5fcdfdc2c90ab93b4663cd91eeb9713dede0d.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photo'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:OckX_q4ZD0QJ:https://www.lecomptoirphoto.fr/grossesse-nouveau-ne/+&cd=43&hl=en&ct=clnk&gl=us,,,"Aug 10, 2021",Quimper,,,,,contact@lecomptoirphoto.fr,_no phone found,https://www.lecomptoirphoto.fr/mailto:contact@lecomptoirphoto.fr,contact@lecomptoirphoto.fr,_no phone found
134,38,Trouvez le photographe grossesse qui vous ressemble,https://www.label.photo/photographe-grossesse/,https://www.label.photo,"Chez Label Photographie, nous référençons les meilleurs photographes grossesse et shooting de femme enceinte partout en France.","{'source': {'description': 'This result comes from www.label.photo', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922fa2e8bf724cc9247dd6b417a3529be7ad985e501f8ca3e3db5c22a2b569747b5702f4c0fd2b890256.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photographes', 'photographie', 'enceinte'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:1lqiwROlZIIJ:https://www.label.photo/photographe-grossesse/+&cd=44&hl=en&ct=clnk&gl=us,,,"May 25, 2021",Quimper,,,,,_no email found,_no phone found,https://www.label.photo/#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjM3IiwidG9nZ2xlIjpmYWxzZX0%3D,_no email found,_no phone found
135,39,Trouver-Mon-Photographe à Quimper 29000: Annuaire gratuit,https://www.trouver-mon-photographe.fr/fr/photographes/quimper-29000,https://www.trouver-mon-photographe.fr,Mise en relation directe avec les 6 Photographes près de Quimper 29000 disponible pour votre projet. Prenez RDV gratuitement maintenant !,"{'source': {'description': 'This result comes from www.trouver-mon-photographe.fr', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922fd92ff548585558d923d6dab5241321265122759dc2ac7b349c85bbb72c26172c1956a051ad4da251.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'related_keywords': ['photographes'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:uYuZJrmlDfIJ:https://www.trouver-mon-photographe.fr/fr/photographes/quimper-29000+&cd=45&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://www.trouver-mon-photographe.fr/fr/contactez-nous,_no email found,_no phone found
136,40,"Vêtement enfant, vêtement mode bébé et grossesse ...",https://www.vertbaudet.fr/,https://www.vertbaudet.f,"I➨ Retrouvez toute la collection de vêtements enfants vertbaudet en ligne : vêtement bébé, mode et chaussures enfant, mais aussi vêtements de grossesse, ...","{'source': {'description': 'This result comes from www.vertbaudet.fr', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f69945cc8e792cff4b347f3520f337ac71ad6b8e5200b4279e56c1a32371b83285391cb7ce61ce2d2.png'}, 'keywords': ['grossesse', 'naissance'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:6QYENiz4hVYJ:https://www.vertbaudet.fr/+&cd=46&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://www.vertbaudet.f/_broken link,_no email found,_no phone found
137,41,"Celles-sur-Belle. Elo'Photo, un nouveau studio à Mougon",https://www.ouest-france.fr/nouvelle-aquitaine/celles-sur-belle-79370/elophoto-un-nouveau-studio-a-mougon-6a6cfdc2-4b06-4047-91d8-dc62ecea0104,https://www.ouest-france.fr,"Elodie Bertrand propose diverses prestations : photos de famille, enfant, grossesse, naissance, mariage, portrait, animalière, ...","{'source': {'description': 'This result comes from www.ouest-france.fr', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922fc1c9b812ad62180fc9eeae2dc4400027585aafc33edea50204cecbee20fbaff649b3ac0e4c10eb3c.png'}, 'keywords': ['photographe', 'grossesse', 'naissance', 'quimper'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:CVRORhlH1doJ:https://www.ouest-france.fr/nouvelle-aquitaine/celles-sur-belle-79370/elophoto-un-nouveau-studio-a-mougon-6a6cfdc2-4b06-4047-91d8-dc62ecea0104+&cd=47&hl=en&ct=clnk&gl=us,,,2 days ago,Quimper,,,,,_no email found,_no phone found,https://www.ouest-france.fr/_no contact page found,_no email found,_no phone found
138,42,Magasin de Puériculture Bébé 9 : Chambre de bébé ...,https://www.bebe9.com/,https://www.bebe9.co,"... la livraison gratuite en magasin et à domicile et, surtout, la liste de naissance qui permet à vos proches d'acheter le cadeau idéal pour votre bébé !","{'source': {'description': 'This result comes from www.bebe9.com', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f89d10ad6c27966317cd032176236cb2c0a479584029c9fbb4ddfb3fc652b799f5d332d5312b4ea3a.png'}, 'keywords': ['naissance'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:VWQGTtV2Wr8J:https://www.bebe9.com/+&cd=48&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://www.bebe9.co/_broken link,_no email found,_no phone found
139,43,Royaume-Uni. Une maman donne naissance à un bébé de 6 ...,https://larochesuryon.maville.com/actu/actudet_-royaume-uni.-une-maman-donne-naissance-a-un-bebe-de-6-7-kg-_54028-4907967_actu.Htm,https://larochesuryon.maville.com,C'est seulement sur la fin de sa grossesse que Cherral et son mari ont appris que leur bébé serait particulièrement gros. Les médecins lui ont ...,"{'source': {'description': 'This result comes from larochesuryon.maville.com', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f5d672558c32e6a1949be6e8e80620eba4fd2efed1b29133c4d3dc5a50f287db532226951df816fed.png'}, 'keywords': ['grossesse', 'naissance'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:jhT04uTHzj4J:https://larochesuryon.maville.com/actu/actudet_-royaume-uni.-une-maman-donne-naissance-a-un-bebe-de-6-7-kg-_54028-4907967_actu.Htm+&cd=49&hl=en&ct=clnk&gl=us,,,5 days ago,Quimper,,,,,_no email found,_no phone found,https://larochesuryon.maville.com/pratique/contact.php,_no email found,_no phone found
140,44,"Emmanuelle Ossieux Photographe Grossesse, Bébé ...",https://www.emmanuelleossieux-photographe.com/,https://www.emmanuelleossieux-photographe.co,"Photographe spécialisée dans la photographie artistique de la grossesse, nouveau-né, bébé et enfant sur la commune de Landivisiau, Finistère, Bretagne.","{'source': {'description': 'This result comes from www.emmanuelleossieux-photographe.com', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f4149bf2eb65bfd8426bae2db6275b65780b744b68fe04cb6666c252aa2f36b3777fb389c5ba5d274.png'}, 'keywords': ['photographe', 'grossesse'], 'related_keywords': ['photographie'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:U3aanW3AX7kJ:https://www.emmanuelleossieux-photographe.com/+&cd=50&hl=en&ct=clnk&gl=us,,https://www.google.com/search?q=related:https://www.emmanuelleossieux-photographe.com/+Photographe+grossesse+naissance+%C3%A0+Quimper,,Quimper,,,,,_no email found,_no phone found,https://www.emmanuelleossieux-photographe.co/_broken link,_no email found,_no phone found
141,45,"KIABI - Vêtements, Chaussures, Accessoires - Mode à Petits Prix",https://www.kiabi.com/,https://www.kiabi.co,"KIABI - Vente en ligne de vêtements et chaussures pour la femme, l'homme, l'enfant et le bébé. Un grand choix de lingerie, vêtements maternité, ...","{'source': {'description': 'This result comes from www.kiabi.com', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922f6c02525d3f504bf886822be17f11f7e69ccbd440b3d572eea7019f43901b483af81a6822cc149795.png'}, 'keywords': ['grossesse', 'naissance'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:3cQD3yV9rMoJ:https://www.kiabi.com/+&cd=51&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://www.kiabi.co/_broken link,_no email found,_no phone found
142,46,Jouets au meilleur prix | E.Leclerc,https://www.e.leclerc/cat/jouets,https://www.e.leclerc,Enceinte sono - Produits festifs. Appareils photo. Reflex. Bridge. Compact. Instantané. Hybride. Caméra. Accessoires photo. Tirage photos.,"{'source': {'description': 'This result comes from www.e.leclerc', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922fcc1fdac52f3fa2492fde0209652034e0c0f513b0e2364fbc75c372a1aa73388d3f0e1b05d918afbb.png'}, 'keywords': ['photo', 'enceinte'], 'languages': ['English'], 'regions': ['the United States']}",,,,,Quimper,,,,,lucie.daumen@e-leclerc.com,_no phone found,https://www.e.leclerc/contactez-nous/reason-choice,_no email found,_no phone found
143,47,Je suis un parent - monenfant.fr,https://monenfant.fr/,https://monenfant.f,"Site officiel des Caf et de leurs partenaires. Les différents modes de garde pour votre enfant, accueil collectif, accueil individuel, accueil de loisirs ...","{'source': {'description': 'This result comes from monenfant.fr', 'security': 'secure', 'icon': 'https://serpapi.com/searches/6187e8fd216a9de00f4c440f/images/2952d12ca863872248f5a63353db922fc3bf5ca1b9026c28a73905629f95fd54ce7df57a38fd17b0724fc99edce07e27e85d563a24031533.png'}, 'keywords': ['grossesse', 'naissance'], 'languages': ['English'], 'regions': ['the United States']}",https://webcache.googleusercontent.com/search?q=cache:XUgyn_fJ4WEJ:https://monenfant.fr/+&cd=53&hl=en&ct=clnk&gl=us,,,,Quimper,,,,,_no email found,_no phone found,https://monenfant.f/_broken link,_no email found,_no phone found
